#File	../fastq/SRR23971560_1.fastq.gz	../fastq/SRR23971560_2.fastq.gz
#Total	665975626
#Matched	561815492	84.35977%
#Name	Reads	ReadsPct
Ad153_5T_1-index_4	240274597	36.07859%
Barcode_SE_sequencing_primer	134601484	20.21117%
Ad153Ω_Bottom_2	132009481	19.82197%
Ad153_5T_1-index_1	33407311	5.01630%
Ad153_Splint_oligo	3875525	0.58193%
Read_1_sequencing_primer	3193581	0.47953%
Ad153_5T_1-index_11	1564829	0.23497%
Barcode_PE_sequencing_primer	1603972	0.24085%
Ad153_5T_1-index_8	1367072	0.20527%
Ad153_5T_1-index_10	1241896	0.18648%
Ad153_5T_1-index_5	955779	0.14352%
Ad153_5T_1-index_30	949612	0.14259%
Ad153_5T_1-index_18	726660	0.10911%
Ad153_5T_1-index_29	676329	0.10155%
Ad153_5T_1-index_6	713020	0.10706%
Ad153_5T_1-index_2	681545	0.10234%
Ad153_5T_1-index_22	635488	0.09542%
Ad153_5T_1-index_7	628703	0.09440%
Ad153_5T_1-index_28	521793	0.07835%
Ad153_5T_1-index_32	440946	0.06621%
Ad153_5T_1-index_26	354119	0.05317%
Ad153_5T_1-index_65	138168	0.02075%
Ad153_5T_1-index_23	97293	0.01461%
Ad153_5T_1-index_40	101942	0.01531%
Ad153_5T_1-index_3	75237	0.01130%
Ad153_5T_1-index_9	59848	0.00899%
Ad153_5T_1-index_86	51001	0.00766%
Ad153_5T_1-index_14	43776	0.00657%
Ad153_5T_1-index_71	42672	0.00641%
Ad153_5T_1-index_15	41418	0.00622%
Ad153_5T_1-index_97	38181	0.00573%
Ad153_5T_1-index_106	37000	0.00556%
Ad153_5T_1-index_46	36382	0.00546%
Ad153_5T_1-index_33	39055	0.00586%
Ad153_5T_1-index_34	34890	0.00524%
Ad153_5T_1-index_21	32773	0.00492%
Ad153_5T_1-index_55	49616	0.00745%
Ad153_5T_1-index_63	28578	0.00429%
Ad153_5T_1-index_70	19160	0.00288%
Ad153_5T_1-index_96	17654	0.00265%
Ad153_5T_1-index_110	16565	0.00249%
Ad153_5T_1-index_49	16862	0.00253%
Ad153_5T_1-index_17	16617	0.00250%
Ad153_5T_1-index_121	14178	0.00213%
Ad153_5T_1-index_56	13890	0.00209%
Ad153_5T_1-index_13	14001	0.00210%
Ad153_5T_1-index_36	13609	0.00204%
Ad153_5T_1-index_57	13091	0.00197%
Ad153_5T_1-index_62	12708	0.00191%
Ad153_5T_1-index_48	12004	0.00180%
Ad153_5T_1-index_81	12085	0.00181%
Ad153_5T_1-index_58	10629	0.00160%
Ad153_5T_1-index_20	9198	0.00138%
Ad153_5T_1-index_39	9298	0.00140%
Ad153_5T_1-index_118	9816	0.00147%
Ad153_5T_1-index_128	7837	0.00118%
Ad153_5T_1-index_41	6679	0.00100%
Ad153_5T_1-index_126	6424	0.00096%
Ad153_5T_1-index_54	6424	0.00096%
Ad153_5T_1-index_101	5921	0.00089%
Ad153_5T_1-index_61	6075	0.00091%
Ad153_5T_1-index_19	5994	0.00090%
Ad153_5T_1-index_68	5696	0.00086%
Ad153_5T_1-index_24	5585	0.00084%
Ad153_5T_1-index_64	5524	0.00083%
Ad153_5T_1-index_31	5830	0.00088%
Ad153_5T_1-index_91	5239	0.00079%
Ad153_5T_1-index_27	4937	0.00074%
Ad153_5T_1-index_115	4756	0.00071%
Ad153_5T_1-index_76	4674	0.00070%
Ad153_5T_1-index_60	4565	0.00069%
Ad153_5T_1-index_88	4470	0.00067%
Ad153_5T_1-index_112	4531	0.00068%
Ad153_5T_1-index_95	4107	0.00062%
Ad153_5T_1-index_87	3799	0.00057%
Ad153_5T_1-index_16	3801	0.00057%
Ad153_5T_1-index_74	3484	0.00052%
Ad153_5T_1-index_35	3308	0.00050%
Ad153_5T_1-index_98	2973	0.00045%
Ad153_5T_1-index_119	2756	0.00041%
Ad153_5T_1-index_44	4083	0.00061%
Ad153_5T_1-index_59	2725	0.00041%
Ad153_5T_1-index_45	2758	0.00041%
Ad153_5T_1-index_51	2720	0.00041%
Ad153_5T_1-index_53	2734	0.00041%
RNA_Adapter_(RA5)_part_#_15013205	2504	0.00038%
Ad153_5T_1-index_12	2534	0.00038%
Ad153_5T_1-index_72	2343	0.00035%
Ad153_5T_1-index_78	2240	0.00034%
Ad153_5T_1-index_90	2225	0.00033%
Ad153_5T_1-index_47	1904	0.00029%
Reverse_adapter	2864	0.00043%
Ad153_5T_1-index_94	1779	0.00027%
Ad153_5T_1-index_104	1645	0.00025%
Ad153_5T_1-index_79	1641	0.00025%
Ad153_5T_1-index_105	1579	0.00024%
Ad153_5T_1-index_67	1709	0.00026%
Ad153_5T_1-index_42	1620	0.00024%
Ad153_5T_1-index_75	1640	0.00025%
Ad153_5T_1-index_77	1547	0.00023%
Ad153_5T_1-index_80	1277	0.00019%
Ad153_5T_1-index_52	1616	0.00024%
Ad153_5T_1-index_66	1284	0.00019%
Ad153_5T_1-index_93	1244	0.00019%
Ad153_5T_1-index_114	1172	0.00018%
Ad153_5T_1-index_108	1058	0.00016%
Ad153_5T_1-index_85	965	0.00014%
Ad153_5T_1-index_122	1017	0.00015%
Ad153_5T_1-index_117	978	0.00015%
Ad153_5T_1-index_73	1138	0.00017%
I7_Nextera_Transposase_1	1095	0.00016%
Ad153_5T_1-index_25	938	0.00014%
Ad153_5T_1-index_37	974	0.00015%
Ad153_5T_1-index_84	921	0.00014%
Ad153_5T_1-index_92	863	0.00013%
Ad153_5T_1-index_124	894	0.00013%
Ad153_5T_1-index_38	789	0.00012%
Ad153_5T_1-index_50	797	0.00012%
Ad153_5T_1-index_102	882	0.00013%
I5_Nextera_Transposase_1	1017	0.00015%
TruSeq_Universal_Adapter	838	0.00013%
Ad153_5T_1-index_69	638	0.00010%
Ad153_5T_1-index_83	601	0.00009%
Ad153_5T_1-index_113	590	0.00009%
Ad153_5T_1-index_107	532	0.00008%
Ad153_5T_1-index_120	489	0.00007%
pcr_dimer	497	0.00007%
Ad153_5T_1-index_116	466	0.00007%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	462	0.00007%
Ad153_5T_1-index_111	446	0.00007%
TruSeq_Adapter_Index_16	410	0.00006%
Ad153_5T_1-index_99	397	0.00006%
Ad153_5T_1-index_100	372	0.00006%
RNA_PCR_Primer_Index_45_(RPI45)	363	0.00005%
Ad153_5T_1-index_43	382	0.00006%
TruSeq_Adapter_Index_13	345	0.00005%
Ad153_5T_1-index_103	352	0.00005%
Ad153_5T_1-index_123	337	0.00005%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	311	0.00005%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	318	0.00005%
Ad153_5T_1-index_125	306	0.00005%
RNA_PCR_Primer_Index_21_(RPI21)	264	0.00004%
Ad153_5T_1-index_109	287	0.00004%
RNA_PCR_Primer_(RP1)_part_#_15013198	262	0.00004%
PCR_Primers	265	0.00004%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	251	0.00004%
RNA_PCR_Primer_Index_17_(RPI17)	247	0.00004%
Ad153_5T_1-index_82	256	0.00004%
Ad153_5T_1-index_127	242	0.00004%
TruSeq_Adapter_Index_27	225	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	220	0.00003%
RNA_PCR_Primer_Index_43_(RPI43)	210	0.00003%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	206	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	196	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	194	0.00003%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	186	0.00003%
TruSeq_Adapter_Index_8	176	0.00003%
PhiX_read2_adapter	168	0.00003%
I7_Nextera_Transposase_2	164	0.00002%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	162	0.00002%
RNA_PCR_Primer_Index_14_(RPI14)	158	0.00002%
RNA_PCR_Primer_Index_48_(RPI48)	154	0.00002%
RNA_PCR_Primer_Index_33_(RPI33)	153	0.00002%
TruSeq_Adapter_Index_2	268	0.00004%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	151	0.00002%
I5_Adapter_Nextera	146	0.00002%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	141	0.00002%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	139	0.00002%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	138	0.00002%
RNA_PCR_Primer_Index_35_(RPI35)	137	0.00002%
