#File	../fastq/SRR23971550_1.fastq.gz	../fastq/SRR23971550_2.fastq.gz
#Total	235373372
#Matched	934197	0.39690%
#Name	Reads	ReadsPct
Ad153Ω_Bottom_2	417977	0.17758%
Barcode_SE_sequencing_primer	407703	0.17322%
Ad153_5T_1-index_34	45683	0.01941%
Ad153_5T_1-index_1	33993	0.01444%
Ad153_5T_1-index_39	6497	0.00276%
Ad153_5T_1-index_35	4422	0.00188%
Ad153_5T_1-index_37	2972	0.00126%
Ad153_5T_1-index_36	2892	0.00123%
Read_1_sequencing_primer	2885	0.00123%
Ad153_5T_1-index_33	1999	0.00085%
Ad153_5T_1-index_38	1783	0.00076%
Ad153_Splint_oligo	1161	0.00049%
Barcode_PE_sequencing_primer	1023	0.00043%
Ad153_5T_1-index_2	677	0.00029%
Ad153_5T_1-index_40	560	0.00024%
Ad153_5T_1-index_3	313	0.00013%
Ad153_5T_1-index_55	261	0.00011%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	165	0.00007%
Ad153_5T_1-index_11	173	0.00007%
Ad153_5T_1-index_60	119	0.00005%
TruSeq_Universal_Adapter	84	0.00004%
Ad153_5T_1-index_10	76	0.00003%
Ad153_5T_1-index_65	63	0.00003%
Ad153_5T_1-index_27	61	0.00003%
Ad153_5T_1-index_94	41	0.00002%
Ad153_5T_1-index_4	39	0.00002%
Reverse_adapter	35	0.00001%
Ad153_5T_1-index_128	32	0.00001%
Ad153_5T_1-index_15	22	0.00001%
Ad153_5T_1-index_79	21	0.00001%
Ad153_5T_1-index_7	20	0.00001%
Ad153_5T_1-index_31	17	0.00001%
Ad153_5T_1-index_61	15	0.00001%
Ad153_5T_1-index_17	14	0.00001%
Ad153_5T_1-index_21	13	0.00001%
Ad153_5T_1-index_6	15	0.00001%
Ad153_5T_1-index_16	13	0.00001%
Ad153_5T_1-index_29	11	0.00000%
Ad153_5T_1-index_46	10	0.00000%
Ad153_5T_1-index_101	9	0.00000%
Ad153_5T_1-index_18	9	0.00000%
TruSeq_Adapter_Index_2	9	0.00000%
Ad153_5T_1-index_14	8	0.00000%
Ad153_5T_1-index_56	8	0.00000%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	8	0.00000%
Ad153_5T_1-index_12	8	0.00000%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	8	0.00000%
