#File	../fastq/SRR23971524_1.fastq.gz
#Total	128838556
#Matched	49968178	38.78356%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	46942094	36.43482%
Ad153_5T_1-index_2	1145238	0.88889%
Ad153_5T_1-index_6	1040343	0.80748%
Barcode_SE_sequencing_primer	806771	0.62619%
Ad153Ω_Bottom_2	15143	0.01175%
Ad153_5T_1-index_4	2854	0.00222%
Ad153_5T_1-index_10	2384	0.00185%
Ad153_5T_1-index_5	1989	0.00154%
Ad153_5T_1-index_56	1052	0.00082%
Ad153_5T_1-index_16	901	0.00070%
I5_Nextera_Transposase_1	837	0.00065%
Ad153_5T_1-index_97	828	0.00064%
Ad153_5T_1-index_3	492	0.00038%
Ad153_5T_1-index_48	450	0.00035%
Ad153_5T_1-index_11	305	0.00024%
Ad153_5T_1-index_17	250	0.00019%
Ad153_5T_1-index_96	247	0.00019%
Ad153_5T_1-index_38	242	0.00019%
Ad153_5T_1-index_9	230	0.00018%
Ad153_5T_1-index_19	225	0.00017%
Ad153_5T_1-index_74	175	0.00014%
Ad153_5T_1-index_31	139	0.00011%
Ad153_5T_1-index_35	136	0.00011%
Reverse_adapter	131	0.00010%
Ad153_5T_1-index_13	124	0.00010%
Ad153_5T_1-index_40	123	0.00010%
Ad153_5T_1-index_27	111	0.00009%
Ad153_5T_1-index_62	108	0.00008%
Ad153_5T_1-index_28	96	0.00007%
Ad153_5T_1-index_71	96	0.00007%
Ad153_5T_1-index_105	92	0.00007%
TruSeq_Universal_Adapter	86	0.00007%
Ad153_5T_1-index_24	80	0.00006%
Ad153_5T_1-index_94	75	0.00006%
Ad153_5T_1-index_29	72	0.00006%
Ad153_5T_1-index_32	72	0.00006%
Ad153_5T_1-index_115	71	0.00006%
Ad153_5T_1-index_21	69	0.00005%
Ad153_5T_1-index_39	67	0.00005%
Ad153_5T_1-index_30	66	0.00005%
Ad153_5T_1-index_14	59	0.00005%
Ad153_5T_1-index_18	52	0.00004%
Ad153_5T_1-index_84	51	0.00004%
RNA_PCR_Primer_Index_19_(RPI19)	46	0.00004%
Ad153_5T_1-index_45	43	0.00003%
pcr_dimer	43	0.00003%
Ad153_5T_1-index_22	41	0.00003%
Ad153_5T_1-index_64	40	0.00003%
Ad153_5T_1-index_73	39	0.00003%
Ad153_5T_1-index_79	38	0.00003%
Ad153_5T_1-index_34	37	0.00003%
Ad153_5T_1-index_15	37	0.00003%
Ad153_5T_1-index_123	36	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	36	0.00003%
Ad153_5T_1-index_113	35	0.00003%
Ad153_5T_1-index_116	35	0.00003%
Ad153_5T_1-index_26	35	0.00003%
Ad153_5T_1-index_33	35	0.00003%
Ad153_5T_1-index_104	34	0.00003%
Ad153_5T_1-index_83	34	0.00003%
Ad153_5T_1-index_36	33	0.00003%
Ad153_5T_1-index_20	32	0.00002%
Ad153_5T_1-index_77	32	0.00002%
Ad153_5T_1-index_8	32	0.00002%
Ad153_5T_1-index_68	31	0.00002%
Ad153_5T_1-index_50	30	0.00002%
Ad153_5T_1-index_122	29	0.00002%
Ad153_5T_1-index_95	29	0.00002%
Ad153_5T_1-index_41	28	0.00002%
Ad153_5T_1-index_60	28	0.00002%
Ad153_5T_1-index_80	28	0.00002%
Ad153_5T_1-index_90	28	0.00002%
Ad153_5T_1-index_54	27	0.00002%
Ad153_5T_1-index_59	27	0.00002%
Ad153_5T_1-index_25	27	0.00002%
Ad153_5T_1-index_42	26	0.00002%
Ad153_5T_1-index_52	26	0.00002%
RNA_PCR_Primer_Index_28_(RPI28)	26	0.00002%
Ad153_5T_1-index_92	26	0.00002%
Ad153_5T_1-index_114	25	0.00002%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	25	0.00002%
Ad153_5T_1-index_125	24	0.00002%
Ad153_5T_1-index_88	24	0.00002%
Ad153_5T_1-index_7	24	0.00002%
Ad153_5T_1-index_65	23	0.00002%
Ad153_5T_1-index_87	23	0.00002%
Ad153_5T_1-index_98	23	0.00002%
Ad153_5T_1-index_12	22	0.00002%
Ad153_5T_1-index_47	22	0.00002%
Ad153_5T_1-index_66	22	0.00002%
Barcode_PE_sequencing_primer	22	0.00002%
RNA_PCR_Primer_Index_33_(RPI33)	22	0.00002%
Ad153_5T_1-index_110	21	0.00002%
Ad153_5T_1-index_112	21	0.00002%
Ad153_5T_1-index_23	21	0.00002%
Ad153_5T_1-index_61	21	0.00002%
TruSeq_Adapter_Index_15	21	0.00002%
Ad153_5T_1-index_121	20	0.00002%
Ad153_5T_1-index_72	20	0.00002%
Ad153_Splint_oligo	20	0.00002%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	20	0.00002%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	20	0.00002%
TruSeq_Adapter_Index_3	20	0.00002%
Ad153_5T_1-index_109	19	0.00001%
Ad153_5T_1-index_37	19	0.00001%
Ad153_5T_1-index_67	19	0.00001%
Ad153_5T_1-index_99	19	0.00001%
Ad153_5T_1-index_108	18	0.00001%
Ad153_5T_1-index_117	18	0.00001%
Ad153_5T_1-index_49	18	0.00001%
Ad153_5T_1-index_70	18	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	18	0.00001%
TruSeq_Adapter_Index_27	18	0.00001%
TruSeq_Adapter_Index_5	18	0.00001%
Ad153_5T_1-index_118	17	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	17	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	17	0.00001%
Ad153_5T_1-index_107	16	0.00001%
Ad153_5T_1-index_111	16	0.00001%
Ad153_5T_1-index_46	16	0.00001%
Ad153_5T_1-index_89	16	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	16	0.00001%
PCR_Primers	16	0.00001%
RNA_PCR_Primer_Index_15_(RPI15)	16	0.00001%
RNA_PCR_Primer_Index_45_(RPI45)	16	0.00001%
TruSeq_Adapter_Index_7	16	0.00001%
Ad153_5T_1-index_43	15	0.00001%
Ad153_5T_1-index_86	15	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	15	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	15	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	15	0.00001%
RNA_PCR_Primer_Index_20_(RPI20)	15	0.00001%
RNA_PCR_Primer_Index_30_(RPI30)	15	0.00001%
TruSeq_Adapter_Index_25	15	0.00001%
Ad153_5T_1-index_106	14	0.00001%
Ad153_5T_1-index_57	14	0.00001%
Ad153_5T_1-index_78	14	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	14	0.00001%
RNA_PCR_Primer_Index_40_(RPI40)	14	0.00001%
RNA_PCR_Primer_Index_43_(RPI43)	14	0.00001%
Read_1_sequencing_primer	14	0.00001%
Ad153_5T_1-index_44	13	0.00001%
Ad153_5T_1-index_58	13	0.00001%
Ad153_5T_1-index_75	13	0.00001%
Ad153_5T_1-index_91	13	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	13	0.00001%
RNA_PCR_Primer_Index_35_(RPI35)	13	0.00001%
RNA_PCR_Primer_Index_46_(RPI46)	13	0.00001%
Ad153_5T_1-index_119	12	0.00001%
Ad153_5T_1-index_124	12	0.00001%
Ad153_5T_1-index_127	12	0.00001%
Ad153_5T_1-index_55	12	0.00001%
Ad153_5T_1-index_85	12	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	12	0.00001%
RNA_PCR_Primer_Index_39_(RPI39)	12	0.00001%
TruSeq_Adapter_Index_9	12	0.00001%
Ad153_5T_1-index_128	11	0.00001%
Ad153_5T_1-index_53	11	0.00001%
Ad153_5T_1-index_93	11	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	11	0.00001%
RNA_PCR_Primer_Index_13_(RPI13)	11	0.00001%
TruSeq_Adapter_Index_14	11	0.00001%
TruSeq_Adapter_Index_2	11	0.00001%
Ad153_5T_1-index_81	10	0.00001%
Ad153_5T_1-index_82	10	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	10	0.00001%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	10	0.00001%
RNA_PCR_Primer_Index_41_(RPI41)	10	0.00001%
RNA_PCR_Primer_Index_44_(RPI44)	10	0.00001%
