#File	../fastq/SRR23971487_1.fastq.gz
#Total	123232053
#Matched	18463502	14.98271%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	15712219	12.75011%
Ad153_5T_1-index_3	824727	0.66925%
Ad153_5T_1-index_32	816708	0.66274%
Ad153_5T_1-index_13	414233	0.33614%
Barcode_SE_sequencing_primer	672994	0.54612%
Ad153Ω_Bottom_2	11795	0.00957%
Ad153_5T_1-index_7	942	0.00076%
Ad153_5T_1-index_8	613	0.00050%
Ad153_5T_1-index_38	597	0.00048%
Ad153_5T_1-index_24	494	0.00040%
Ad153_5T_1-index_4	481	0.00039%
Ad153_5T_1-index_19	339	0.00028%
Ad153_5T_1-index_26	282	0.00023%
Ad153_5T_1-index_53	234	0.00019%
Ad153_5T_1-index_51	189	0.00015%
Ad153_5T_1-index_68	185	0.00015%
Ad153_5T_1-index_10	184	0.00015%
Ad153_5T_1-index_2	163	0.00013%
Ad153_5T_1-index_21	153	0.00012%
Ad153_5T_1-index_30	147	0.00012%
Ad153_5T_1-index_62	138	0.00011%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	132	0.00011%
Ad153_5T_1-index_105	106	0.00009%
Ad153_5T_1-index_119	103	0.00008%
Ad153_5T_1-index_97	92	0.00007%
Ad153_5T_1-index_11	90	0.00007%
Ad153_5T_1-index_42	88	0.00007%
Ad153_5T_1-index_104	83	0.00007%
Ad153_5T_1-index_71	82	0.00007%
Ad153_5T_1-index_115	79	0.00006%
Ad153_5T_1-index_22	79	0.00006%
Ad153_5T_1-index_28	70	0.00006%
Ad153_5T_1-index_84	69	0.00006%
Ad153_5T_1-index_96	69	0.00006%
Ad153_5T_1-index_73	67	0.00005%
TruSeq_Universal_Adapter	64	0.00005%
Ad153_5T_1-index_47	62	0.00005%
Ad153_5T_1-index_31	61	0.00005%
Ad153_5T_1-index_123	60	0.00005%
Ad153_5T_1-index_36	59	0.00005%
Ad153_5T_1-index_16	58	0.00005%
Ad153_5T_1-index_14	57	0.00005%
Ad153_5T_1-index_39	57	0.00005%
Ad153_5T_1-index_107	56	0.00005%
Ad153_5T_1-index_20	56	0.00005%
Ad153_5T_1-index_87	56	0.00005%
Ad153_5T_1-index_56	54	0.00004%
Ad153_5T_1-index_69	52	0.00004%
Ad153_5T_1-index_90	51	0.00004%
Ad153_5T_1-index_114	50	0.00004%
Ad153_5T_1-index_18	50	0.00004%
Ad153_5T_1-index_45	50	0.00004%
Ad153_5T_1-index_88	50	0.00004%
Ad153_5T_1-index_122	49	0.00004%
Ad153_5T_1-index_79	49	0.00004%
Ad153_5T_1-index_74	47	0.00004%
Ad153_5T_1-index_111	46	0.00004%
Ad153_5T_1-index_117	45	0.00004%
Ad153_5T_1-index_48	45	0.00004%
Ad153_5T_1-index_61	43	0.00003%
