#File	../fastq/SRR23971427_1.fastq.gz
#Total	181786282
#Matched	9746279	5.36139%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	8425397	4.63478%
Ad153_5T_1-index_12	280334	0.15421%
Ad153_5T_1-index_7	230606	0.12686%
Ad153_5T_1-index_3	226064	0.12436%
Ad153Ω_Bottom_2	163387	0.08988%
Barcode_SE_sequencing_primer	216963	0.11935%
Ad153_5T_1-index_13	42169	0.02320%
Ad153_5T_1-index_34	23001	0.01265%
Ad153_5T_1-index_2	11445	0.00630%
Ad153_5T_1-index_8	10173	0.00560%
Ad153_5T_1-index_4	10225	0.00562%
Ad153_5T_1-index_18	9979	0.00549%
Ad153_Splint_oligo	7748	0.00426%
Ad153_5T_1-index_11	5686	0.00313%
Barcode_PE_sequencing_primer	5330	0.00293%
Ad153_5T_1-index_20	5082	0.00280%
Ad153_5T_1-index_15	4763	0.00262%
Ad153_5T_1-index_32	4762	0.00262%
Ad153_5T_1-index_16	4519	0.00249%
Ad153_5T_1-index_31	3957	0.00218%
Ad153_5T_1-index_5	3866	0.00213%
Ad153_5T_1-index_22	3880	0.00213%
Ad153_5T_1-index_26	3673	0.00202%
Ad153_5T_1-index_17	3368	0.00185%
Ad153_5T_1-index_38	3147	0.00173%
Ad153_5T_1-index_35	2760	0.00152%
Read_1_sequencing_primer	2480	0.00136%
Ad153_5T_1-index_10	2089	0.00115%
Ad153_5T_1-index_6	2035	0.00112%
Ad153_5T_1-index_33	1933	0.00106%
Ad153_5T_1-index_28	1827	0.00101%
Ad153_5T_1-index_30	1425	0.00078%
Ad153_5T_1-index_36	1316	0.00072%
Ad153_5T_1-index_25	1260	0.00069%
Ad153_5T_1-index_52	1179	0.00065%
Ad153_5T_1-index_29	1024	0.00056%
Ad153_5T_1-index_14	757	0.00042%
Ad153_5T_1-index_39	578	0.00032%
Ad153_5T_1-index_21	573	0.00032%
Ad153_5T_1-index_37	553	0.00030%
Ad153_5T_1-index_24	494	0.00027%
Ad153_5T_1-index_44	467	0.00026%
Ad153_5T_1-index_76	434	0.00024%
Ad153_5T_1-index_71	412	0.00023%
Ad153_5T_1-index_88	391	0.00022%
Ad153_5T_1-index_53	348	0.00019%
Ad153_5T_1-index_60	324	0.00018%
Ad153_5T_1-index_105	323	0.00018%
Ad153_5T_1-index_79	305	0.00017%
Ad153_5T_1-index_41	265	0.00015%
Ad153_5T_1-index_49	252	0.00014%
Ad153_5T_1-index_50	245	0.00013%
Ad153_5T_1-index_113	242	0.00013%
Ad153_5T_1-index_96	237	0.00013%
Ad153_5T_1-index_54	223	0.00012%
Ad153_5T_1-index_68	219	0.00012%
Ad153_5T_1-index_19	219	0.00012%
Ad153_5T_1-index_92	198	0.00011%
Ad153_5T_1-index_116	188	0.00010%
Ad153_5T_1-index_45	188	0.00010%
Ad153_5T_1-index_61	184	0.00010%
Ad153_5T_1-index_84	175	0.00010%
Ad153_5T_1-index_56	171	0.00009%
Ad153_5T_1-index_42	169	0.00009%
Ad153_5T_1-index_23	170	0.00009%
Ad153_5T_1-index_73	164	0.00009%
Ad153_5T_1-index_98	162	0.00009%
Ad153_5T_1-index_77	160	0.00009%
Ad153_5T_1-index_115	170	0.00009%
Ad153_5T_1-index_123	149	0.00008%
Ad153_5T_1-index_63	147	0.00008%
Ad153_5T_1-index_67	143	0.00008%
Ad153_5T_1-index_62	140	0.00008%
Ad153_5T_1-index_121	138	0.00008%
Ad153_5T_1-index_64	137	0.00008%
Ad153_5T_1-index_65	133	0.00007%
Ad153_5T_1-index_110	132	0.00007%
Ad153_5T_1-index_97	132	0.00007%
Ad153_5T_1-index_78	131	0.00007%
Ad153_5T_1-index_91	129	0.00007%
Ad153_5T_1-index_47	129	0.00007%
Ad153_5T_1-index_48	127	0.00007%
Ad153_5T_1-index_81	127	0.00007%
Ad153_5T_1-index_104	124	0.00007%
Ad153_5T_1-index_72	118	0.00006%
Ad153_5T_1-index_59	115	0.00006%
Reverse_adapter	116	0.00006%
Ad153_5T_1-index_95	113	0.00006%
Ad153_5T_1-index_55	112	0.00006%
Ad153_5T_1-index_57	111	0.00006%
Ad153_5T_1-index_102	108	0.00006%
Ad153_5T_1-index_128	106	0.00006%
Ad153_5T_1-index_117	96	0.00005%
Ad153_5T_1-index_90	95	0.00005%
Ad153_5T_1-index_119	93	0.00005%
Ad153_5T_1-index_80	92	0.00005%
Ad153_5T_1-index_114	91	0.00005%
pcr_dimer	87	0.00005%
Ad153_5T_1-index_51	85	0.00005%
Ad153_5T_1-index_101	82	0.00005%
Ad153_5T_1-index_74	83	0.00005%
Ad153_5T_1-index_27	80	0.00004%
Ad153_5T_1-index_118	76	0.00004%
Ad153_5T_1-index_83	75	0.00004%
Ad153_5T_1-index_111	75	0.00004%
Ad153_5T_1-index_109	74	0.00004%
Ad153_5T_1-index_40	74	0.00004%
Ad153_5T_1-index_66	69	0.00004%
TruSeq_Universal_Adapter	68	0.00004%
Ad153_5T_1-index_58	67	0.00004%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	67	0.00004%
Ad153_5T_1-index_82	60	0.00003%
Ad153_5T_1-index_87	60	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	60	0.00003%
Ad153_5T_1-index_75	60	0.00003%
Ad153_5T_1-index_108	57	0.00003%
Ad153_5T_1-index_93	59	0.00003%
Ad153_5T_1-index_9	56	0.00003%
Ad153_5T_1-index_122	55	0.00003%
Ad153_5T_1-index_99	55	0.00003%
Ad153_5T_1-index_100	55	0.00003%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	53	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	52	0.00003%
Ad153_5T_1-index_124	50	0.00003%
Ad153_5T_1-index_46	50	0.00003%
Ad153_5T_1-index_85	48	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	48	0.00003%
Ad153_5T_1-index_120	47	0.00003%
Ad153_5T_1-index_86	47	0.00003%
Ad153_5T_1-index_94	47	0.00003%
Ad153_5T_1-index_43	47	0.00003%
Ad153_5T_1-index_107	47	0.00003%
Ad153_5T_1-index_125	42	0.00002%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	42	0.00002%
Ad153_5T_1-index_112	41	0.00002%
Stop_Oligo_(STP)_8	39	0.00002%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	38	0.00002%
RNA_PCR_Primer_Index_44_(RPI44)	37	0.00002%
RNA_PCR_Primer_Index_35_(RPI35)	36	0.00002%
TruSeq_Adapter_Index_2	36	0.00002%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	34	0.00002%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	33	0.00002%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	32	0.00002%
Ad153_5T_1-index_106	32	0.00002%
RNA_PCR_Primer_Index_36_(RPI36)	30	0.00002%
TruSeq_Adapter_Index_3	30	0.00002%
Ad153_5T_1-index_69	28	0.00002%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	28	0.00002%
RNA_PCR_Primer_Index_28_(RPI28)	28	0.00002%
Ad153_5T_1-index_89	25	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	25	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	25	0.00001%
Ad153_5T_1-index_70	24	0.00001%
RNA_PCR_Primer_Index_26_(RPI26)	24	0.00001%
TruSeq_Adapter_Index_27	24	0.00001%
Ad153_5T_1-index_103	24	0.00001%
Ad153_5T_1-index_127	23	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	23	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	23	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	23	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	23	0.00001%
RNA_PCR_Primer_Index_41_(RPI41)	23	0.00001%
RNA_PCR_Primer_Index_48_(RPI48)	23	0.00001%
TruSeq_Adapter_Index_4	23	0.00001%
RNA_PCR_Primer_Index_45_(RPI45)	22	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	21	0.00001%
TruSeq_Adapter_Index_6	21	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	20	0.00001%
PCR_Primers	20	0.00001%
TruSeq_Adapter_Index_9	20	0.00001%
I5_Nextera_Transposase_1	19	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	19	0.00001%
I7_Adapter_Nextera_No_Barcode	19	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	19	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N704	19	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	18	0.00001%
RNA_PCR_Primer_Index_30_(RPI30)	18	0.00001%
TruSeq_Adapter_Index_12	18	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	17	0.00001%
TruSeq_Adapter_Index_11	17	0.00001%
TruSeq_Adapter_Index_13	17	0.00001%
I5_Adapter_Nextera	16	0.00001%
TruSeq_Adapter_Index_20	16	0.00001%
Ad153_5T_1-index_126	16	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	15	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	15	0.00001%
RNA_PCR_Primer_Index_21_(RPI21)	15	0.00001%
RNA_PCR_Primer_Index_43_(RPI43)	15	0.00001%
RNA_PCR_Primer_Index_47_(RPI47)	15	0.00001%
TruSeq_Adapter_Index_21	15	0.00001%
I5_Nextera_Transposase_2	14	0.00001%
I7_Nextera_Transposase_2	14	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	14	0.00001%
RNA_PCR_Primer_Index_13_(RPI13)	14	0.00001%
RNA_PCR_Primer_Index_33_(RPI33)	14	0.00001%
