#File	../fastq/SRR23971485_1.fastq.gz
#Total	121910404
#Matched	20750875	17.02141%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	19604890	16.08139%
Ad153_5T_1-index_2	351791	0.28857%
Barcode_SE_sequencing_primer	444224	0.36439%
Ad153_5T_1-index_11	200807	0.16472%
Ad153_5T_1-index_28	130229	0.10682%
Ad153Ω_Bottom_2	8437	0.00692%
Ad153_5T_1-index_40	2059	0.00169%
Ad153_5T_1-index_4	1178	0.00097%
Ad153_5T_1-index_10	755	0.00062%
Ad153_5T_1-index_29	381	0.00031%
Ad153_5T_1-index_16	293	0.00024%
Ad153_5T_1-index_65	212	0.00017%
Ad153_5T_1-index_55	206	0.00017%
Ad153_5T_1-index_8	149	0.00012%
Ad153_5T_1-index_26	148	0.00012%
Ad153_5T_1-index_39	148	0.00012%
Ad153_5T_1-index_74	147	0.00012%
Ad153_5T_1-index_123	136	0.00011%
Ad153_5T_1-index_3	135	0.00011%
TruSeq_Universal_Adapter	124	0.00010%
Ad153_5T_1-index_105	116	0.00010%
Ad153_5T_1-index_60	113	0.00009%
Ad153_5T_1-index_36	104	0.00009%
Ad153_5T_1-index_17	96	0.00008%
Ad153_5T_1-index_46	88	0.00007%
Ad153_5T_1-index_56	86	0.00007%
Ad153_5T_1-index_37	81	0.00007%
Ad153_5T_1-index_108	79	0.00006%
Ad153_5T_1-index_33	74	0.00006%
Ad153_5T_1-index_97	73	0.00006%
Ad153_Splint_oligo	72	0.00006%
Ad153_5T_1-index_114	67	0.00005%
Ad153_5T_1-index_20	66	0.00005%
Ad153_5T_1-index_35	63	0.00005%
Ad153_5T_1-index_117	62	0.00005%
Ad153_5T_1-index_6	60	0.00005%
Read_1_sequencing_primer	59	0.00005%
Ad153_5T_1-index_27	59	0.00005%
Ad153_5T_1-index_61	56	0.00005%
Ad153_5T_1-index_68	55	0.00005%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	53	0.00004%
Ad153_5T_1-index_31	50	0.00004%
Ad153_5T_1-index_94	50	0.00004%
Ad153_5T_1-index_15	49	0.00004%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	48	0.00004%
Ad153_5T_1-index_14	46	0.00004%
Ad153_5T_1-index_25	44	0.00004%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	44	0.00004%
Ad153_5T_1-index_54	43	0.00004%
Ad153_5T_1-index_104	42	0.00003%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	42	0.00003%
Ad153_5T_1-index_30	40	0.00003%
Ad153_5T_1-index_88	46	0.00004%
pcr_dimer	39	0.00003%
Ad153_5T_1-index_21	40	0.00003%
Reverse_adapter	37	0.00003%
Ad153_5T_1-index_67	36	0.00003%
Ad153_5T_1-index_87	36	0.00003%
Ad153_5T_1-index_41	34	0.00003%
TruSeq_Adapter_Index_16	33	0.00003%
Ad153_5T_1-index_18	32	0.00003%
Ad153_5T_1-index_22	32	0.00003%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	32	0.00003%
Ad153_5T_1-index_103	31	0.00003%
Ad153_5T_1-index_19	31	0.00003%
Ad153_5T_1-index_7	31	0.00003%
Ad153_5T_1-index_86	31	0.00003%
Ad153_5T_1-index_99	30	0.00002%
Ad153_5T_1-index_34	29	0.00002%
Ad153_5T_1-index_73	29	0.00002%
Ad153_5T_1-index_116	28	0.00002%
Ad153_5T_1-index_47	28	0.00002%
Ad153_5T_1-index_51	28	0.00002%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	28	0.00002%
Ad153_5T_1-index_32	27	0.00002%
Ad153_5T_1-index_49	27	0.00002%
Ad153_5T_1-index_91	27	0.00002%
Ad153_5T_1-index_118	25	0.00002%
Ad153_5T_1-index_50	25	0.00002%
Ad153_5T_1-index_96	25	0.00002%
Ad153_5T_1-index_71	24	0.00002%
Ad153_5T_1-index_12	23	0.00002%
Ad153_5T_1-index_48	23	0.00002%
Ad153_5T_1-index_57	22	0.00002%
Ad153_5T_1-index_58	22	0.00002%
Ad153_5T_1-index_92	22	0.00002%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	22	0.00002%
Ad153_5T_1-index_59	21	0.00002%
Ad153_5T_1-index_38	20	0.00002%
Ad153_5T_1-index_45	20	0.00002%
Barcode_PE_sequencing_primer	20	0.00002%
RNA_PCR_Primer_Index_41_(RPI41)	20	0.00002%
Ad153_5T_1-index_115	19	0.00002%
Ad153_5T_1-index_120	19	0.00002%
I5_Nextera_Transposase_1	19	0.00002%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	19	0.00002%
Ad153_5T_1-index_121	18	0.00001%
Ad153_5T_1-index_66	18	0.00001%
Ad153_5T_1-index_84	18	0.00001%
Ad153_5T_1-index_95	17	0.00001%
