#File	../fastq/SRR23971497_1.fastq.gz
#Total	343405501
#Matched	116759165	34.00038%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	110762595	32.25417%
Barcode_SE_sequencing_primer	2261418	0.65853%
Ad153_5T_1-index_26	1068462	0.31114%
Ad153_5T_1-index_3	921261	0.26827%
Ad153_5T_1-index_2	346759	0.10098%
Ad153_5T_1-index_35	329110	0.09584%
Ad153_5T_1-index_4	315043	0.09174%
Ad153Ω_Bottom_2	304734	0.08874%
Ad153_5T_1-index_65	133450	0.03886%
Ad153_5T_1-index_17	86366	0.02515%
Ad153_5T_1-index_34	22728	0.00662%
Ad153_5T_1-index_68	20057	0.00584%
Ad153_5T_1-index_8	12788	0.00372%
Ad153_5T_1-index_11	11596	0.00338%
Ad153_Splint_oligo	11371	0.00331%
Ad153_5T_1-index_18	11268	0.00328%
Ad153_5T_1-index_20	10598	0.00309%
Barcode_PE_sequencing_primer	7413	0.00216%
Ad153_5T_1-index_118	7302	0.00213%
Ad153_5T_1-index_15	6742	0.00196%
Ad153_5T_1-index_29	6441	0.00188%
Ad153_5T_1-index_5	6398	0.00186%
Ad153_5T_1-index_57	6028	0.00176%
Ad153_5T_1-index_16	5325	0.00155%
Ad153_5T_1-index_22	4744	0.00138%
Ad153_5T_1-index_31	4347	0.00127%
Ad153_5T_1-index_14	4180	0.00122%
Read_1_sequencing_primer	3914	0.00114%
Ad153_5T_1-index_7	3955	0.00115%
Ad153_5T_1-index_30	3559	0.00104%
Ad153_5T_1-index_32	3511	0.00102%
Ad153_5T_1-index_6	3447	0.00100%
Ad153_5T_1-index_54	3404	0.00099%
Ad153_5T_1-index_36	2988	0.00087%
Ad153_5T_1-index_10	2502	0.00073%
Ad153_5T_1-index_58	2431	0.00071%
Ad153_5T_1-index_38	2424	0.00071%
Ad153_5T_1-index_28	2290	0.00067%
Ad153_5T_1-index_12	2277	0.00066%
Ad153_5T_1-index_121	1803	0.00053%
Ad153_5T_1-index_49	1577	0.00046%
Ad153_5T_1-index_25	1558	0.00045%
Ad153_5T_1-index_102	1540	0.00045%
Ad153_5T_1-index_33	1404	0.00041%
Ad153_5T_1-index_37	1183	0.00034%
Ad153_5T_1-index_61	1077	0.00031%
Ad153_5T_1-index_13	1005	0.00029%
Ad153_5T_1-index_52	897	0.00026%
Ad153_5T_1-index_44	804	0.00023%
Ad153_5T_1-index_39	681	0.00020%
Ad153_5T_1-index_23	671	0.00020%
Ad153_5T_1-index_19	651	0.00019%
Ad153_5T_1-index_46	606	0.00018%
Ad153_5T_1-index_75	589	0.00017%
Ad153_5T_1-index_41	515	0.00015%
