#File	../fastq/SRR23971523_1.fastq.gz
#Total	115311032
#Matched	21890451	18.98383%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	20436972	17.72334%
Ad153_5T_1-index_5	949353	0.82330%
Barcode_SE_sequencing_primer	486777	0.42214%
Ad153_5T_1-index_4	2754	0.00239%
Ad153Ω_Bottom_2	1811	0.00157%
Ad153_5T_1-index_14	1033	0.00090%
Ad153_5T_1-index_20	789	0.00068%
Ad153_5T_1-index_3	761	0.00066%
Ad153_5T_1-index_95	686	0.00059%
Ad153_5T_1-index_30	585	0.00051%
Ad153_5T_1-index_77	578	0.00050%
Ad153_5T_1-index_9	438	0.00038%
Ad153_5T_1-index_2	334	0.00029%
Ad153_5T_1-index_41	316	0.00027%
Ad153_5T_1-index_26	311	0.00027%
Ad153_5T_1-index_57	256	0.00022%
Ad153_5T_1-index_68	181	0.00016%
Ad153_5T_1-index_15	151	0.00013%
Ad153_5T_1-index_6	150	0.00013%
Ad153_5T_1-index_27	140	0.00012%
Ad153_5T_1-index_23	137	0.00012%
Ad153_5T_1-index_100	136	0.00012%
Ad153_5T_1-index_37	134	0.00012%
Ad153_5T_1-index_42	132	0.00011%
Ad153_5T_1-index_45	113	0.00010%
Ad153_5T_1-index_51	112	0.00010%
Ad153_5T_1-index_17	110	0.00010%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	107	0.00009%
Ad153_5T_1-index_31	106	0.00009%
Ad153_5T_1-index_25	105	0.00009%
Ad153_5T_1-index_32	104	0.00009%
Ad153_5T_1-index_10	100	0.00009%
Ad153_5T_1-index_13	92	0.00008%
Ad153_5T_1-index_29	76	0.00007%
Ad153_5T_1-index_66	72	0.00006%
Ad153_5T_1-index_82	71	0.00006%
Ad153_5T_1-index_19	70	0.00006%
Ad153_5T_1-index_114	69	0.00006%
Ad153_5T_1-index_33	69	0.00006%
Stop_Oligo_(STP)_8	69	0.00006%
Ad153_5T_1-index_63	65	0.00006%
Ad153_5T_1-index_105	63	0.00005%
TruSeq_Universal_Adapter	62	0.00005%
TruSeq_Adapter_Index_16	61	0.00005%
Ad153_5T_1-index_104	60	0.00005%
Ad153_5T_1-index_47	60	0.00005%
Ad153_5T_1-index_118	59	0.00005%
Ad153_5T_1-index_72	58	0.00005%
Ad153_5T_1-index_52	57	0.00005%
Ad153_5T_1-index_84	57	0.00005%
Ad153_5T_1-index_16	56	0.00005%
Ad153_5T_1-index_11	54	0.00005%
Ad153_5T_1-index_22	49	0.00004%
TruSeq_Adapter_Index_3	46	0.00004%
Ad153_5T_1-index_97	45	0.00004%
Ad153_5T_1-index_7	44	0.00004%
Ad153_5T_1-index_65	43	0.00004%
Ad153_5T_1-index_73	42	0.00004%
Ad153_5T_1-index_123	41	0.00004%
Ad153_5T_1-index_71	41	0.00004%
Ad153_5T_1-index_96	40	0.00003%
Ad153_5T_1-index_49	39	0.00003%
Ad153_5T_1-index_56	39	0.00003%
Ad153_5T_1-index_88	39	0.00003%
Ad153_5T_1-index_18	38	0.00003%
Ad153_5T_1-index_39	37	0.00003%
Ad153_5T_1-index_50	37	0.00003%
Ad153_5T_1-index_79	37	0.00003%
Reverse_adapter	37	0.00003%
Ad153_5T_1-index_115	36	0.00003%
Ad153_5T_1-index_67	36	0.00003%
Ad153_5T_1-index_113	35	0.00003%
Ad153_5T_1-index_117	35	0.00003%
Ad153_5T_1-index_58	35	0.00003%
Ad153_5T_1-index_122	34	0.00003%
Ad153_5T_1-index_85	34	0.00003%
Ad153_5T_1-index_90	34	0.00003%
Ad153_5T_1-index_24	33	0.00003%
Ad153_5T_1-index_112	31	0.00003%
Ad153_5T_1-index_12	31	0.00003%
Ad153_5T_1-index_121	31	0.00003%
pcr_dimer	31	0.00003%
Ad153_5T_1-index_46	32	0.00003%
Ad153_5T_1-index_108	30	0.00003%
Ad153_5T_1-index_111	30	0.00003%
Ad153_5T_1-index_36	30	0.00003%
Ad153_5T_1-index_54	30	0.00003%
RNA_PCR_Primer_Index_32_(RPI32)	30	0.00003%
Ad153_5T_1-index_60	29	0.00003%
Ad153_5T_1-index_89	29	0.00003%
Ad153_5T_1-index_91	29	0.00003%
Ad153_5T_1-index_99	29	0.00003%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	29	0.00003%
Ad153_5T_1-index_109	28	0.00002%
Ad153_5T_1-index_48	28	0.00002%
Ad153_5T_1-index_83	28	0.00002%
Ad153_5T_1-index_70	27	0.00002%
Ad153_5T_1-index_92	27	0.00002%
TruSeq_Adapter_Index_27	26	0.00002%
