Lab.code,Sample.ID,Sequencing_Run,Sampling.date,Sample_location,Street.No.,Vendor.No.,edge_case,Stall_corrected,address,Stall_corrected_merged,Sample.type,Sample.information,SARS.CoV.2.qPCR.result,Precise.location,FromHSM
G31,Env_0447,,2020-01-01,West,7,38,,West|7|38,West|7|38,West|7|38,Environmental swab,Ground,Negative,1,TRUE
G32,Env_0448,,2020-01-01,West,7,38,,West|7|38,West|7|38,West|7|38,Environmental swab,Drainage outlet,Negative,1,TRUE
G33,Env_0449,,2020-01-01,West,7,38,,West|7|38,West|7|38,West|7|38,Environmental swab,Water in pool,Negative,1,TRUE
G34,Env_0450,,2020-01-01,West,7,38,,West|7|38,West|7|38,West|7|38,Environmental swab,Water in pool,Negative,1,TRUE
G35,Env_0451,,2020-01-01,West,7,29,,West|7|29,West|7|29,West|7|29,Environmental swab,Filter,Negative,1,TRUE
G36,Env_0452,,2020-01-01,West,7,31-33,,West|7|31-33,West|7|31-33,West|7|31-33,Environmental swab,Filter,Negative,1,TRUE
G37,Env_0453,,2020-01-01,West,7,30-32,,West|7|30-32,West|7|30-32,West|7|30-32,Environmental swab,Filter,Negative,1,TRUE
G38,Env_0454,,2020-01-01,West,7,34,,West|7|34,West|7|34,West|7|34,Environmental swab,Filter,Negative,1,TRUE
G39,Env_0455,,2020-01-01,West,7,25,,West|7|25,West|7|25,West|7|25,Environmental swab,Filter,Negative,1,TRUE
G4,Env_0420,,2020-01-01,West,7,27,,West|7|27,West|7|27,West|7|27,Environmental swab,Scale,Negative,1,TRUE
G40,Env_0456,,2020-01-01,West,8,26-28,,West|8|26-28,West|8|26-28,West|8|26-28,Environmental swab,Inner surface of trush cans,Negative,1,TRUE
G41,Env_0457,,2020-01-01,West,8,26-28,,West|8|26-28,West|8|26-28,West|8|26-28,Environmental swab,Surface of frozen food,Negative,1,TRUE
G42,Env_0458,,2020-01-01,West,8,26-28,,West|8|26-28,West|8|26-28,West|8|26-28,Environmental swab,Inner surface of red basket,Negative,1,TRUE
G43,Env_0459,,2020-01-01,West,8,26-28,,West|8|26-28,West|8|26-28,West|8|26-28,Environmental swab,Scale,Negative,1,TRUE
G44,Env_0460,,2020-01-01,West,8,26-28,,West|8|26-28,West|8|26-28,West|8|26-28,Environmental swab,Surface of calculator,Negative,1,TRUE
G45,Env_0461,,2020-01-01,West,8,26-28,,West|8|26-28,West|8|26-28,West|8|26-28,Environmental swab,Ground,Negative,1,TRUE
G46,Env_0462,,2020-01-01,West,8,26-28,,West|8|26-28,West|8|26-28,West|8|26-28,Environmental swab,Wall,Negative,1,TRUE
G47,Env_0463,,2020-01-01,West,8,26-28,,West|8|26-28,West|8|26-28,West|8|26-28,Environmental swab,Water in Bucket,Negative,1,TRUE
G48,Env_0464,,2020-01-01,West,8,26-28,,West|8|26-28,West|8|26-28,West|8|26-28,Environmental swab,Scissors,Negative,1,TRUE
G49,Env_0465,,2020-01-01,West,8,27,,West|8|27,West|8|27,West|8|27,Environmental swab,Inner surface of blue basket,Negative,1,TRUE
G5,Env_0421,,2020-01-01,West,7,27,,West|7|27,West|7|27,West|7|27,Environmental swab,Scissors,Negative,1,TRUE
G50,Env_0466,,2020-01-01,West,8,27,,West|8|27,West|8|27,West|8|27,Environmental swab,Water in basin,Negative,1,TRUE
G51,Env_0467,,2020-01-01,West,8,27,,West|8|27,West|8|27,West|8|27,Environmental swab,Ground,Negative,1,TRUE
G52,Env_0468,,2020-01-01,West,8,27,,West|8|27,West|8|27,West|8|27,Environmental swab,Scale,Negative,1,TRUE
G53,Env_0469,,2020-01-01,West,8,27,,West|8|27,West|8|27,West|8|27,Environmental swab,Water in Bucket,Negative,1,TRUE
G54,Env_0470,,2020-01-01,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Chopping block,Negative,1,TRUE
G55,Env_0471,,2020-01-01,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Inner surface of white box,Negative,1,TRUE
G56,Env_0472,,2020-01-01,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Scale,Negative,1,TRUE
G57,Env_0473,,2020-01-01,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Ground,Negative,1,TRUE
G58,Env_0474,,2020-01-01,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Scissors,Negative,1,TRUE
G59,Env_0475,,2020-01-01,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Outside surface of freezer,Negative,1,TRUE
G6,Env_0422,,2020-01-01,West,7,29,,West|7|29,West|7|29,West|7|29,Environmental swab,Surface of basket,Negative,1,TRUE
G60,Env_0476,,2020-01-01,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Ground,Negative,1,TRUE
G61,Env_0477,,2020-01-01,West,8,33,,West|8|33,West|8|33,West|8|33,Environmental swab,Inner surface of white basket,Negative,1,TRUE
G62,Env_0478,,2020-01-01,West,8,33,,West|8|33,West|8|33,West|8|33,Environmental swab,Cart,Negative,1,TRUE
G63,Env_0479,,2020-01-01,West,8,33,,West|8|33,West|8|33,West|8|33,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
G64,Env_0480,,2020-01-01,West,8,33,,West|8|33,West|8|33,West|8|33,Environmental swab,Chopping board,Negative,1,TRUE
G65,Env_0481,,2020-01-01,West,8,33,,West|8|33,West|8|33,West|8|33,Environmental swab,Water in Bucket,Negative,1,TRUE
G66,Env_0482,,2020-01-01,West,8,33,,West|8|33,West|8|33,West|8|33,Environmental swab,Drainage outlet,Negative,1,TRUE
G67,Env_0483,,2020-01-01,West,8,35,,West|8|35,West|8|35,West|8|35,Environmental swab,Inner surface of red basket,Negative,1,TRUE
G68,Env_0484,,2020-01-01,West,8,35,,West|8|35,West|8|35,West|8|35,Environmental swab,Ground,Negative,1,TRUE
G69,Env_0485,,2020-01-01,West,8,35,,West|8|35,West|8|35,West|8|35,Environmental swab,Drainage outlet,Negative,1,TRUE
G7,Env_0423,,2020-01-01,West,7,29,,West|7|29,West|7|29,West|7|29,Environmental swab,Scale,Negative,1,TRUE
G70,Env_0486,,2020-01-01,West,8,35,,West|8|35,West|8|35,West|8|35,Environmental swab,Scale,Negative,1,TRUE
G71,Env_0487,,2020-01-01,West,8,35,,West|8|35,West|8|35,West|8|35,Environmental swab,Outside surface of freezer,Negative,1,TRUE
G72,Env_0488,,2020-01-01,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Ground,Negative,1,TRUE
G73,Env_0489,,2020-01-01,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Cart,Negative,1,TRUE
G74,Env_0490,,2020-01-01,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Scale,Negative,1,TRUE
G75,Env_0491,,2020-01-01,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Drainage outlet,Negative,1,TRUE
G76,Env_0492,,2020-01-01,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Water in white box,Negative,1,TRUE
G77,Env_0493,,2020-01-01,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Feather removal machine,Negative,1,TRUE
G78,Env_0494,,2020-01-01,West,8,32-34,,West|8|32-34,West|8|32-34,West|8|32-34,Environmental swab,Inner surface of white basket,Negative,1,TRUE
G79,Env_0495,,2020-01-01,West,8,32-34,,West|8|32-34,West|8|32-34,West|8|32-34,Environmental swab,Ground,Negative,1,TRUE
G8,Env_0424,,2020-01-01,West,7,29,,West|7|29,West|7|29,West|7|29,Environmental swab,Surface of frozen food,Negative,1,TRUE
G80,Env_0496,,2020-01-01,West,8,32-34,,West|8|32-34,West|8|32-34,West|8|32-34,Environmental swab,Inner surface of trush cans,Negative,1,TRUE
G81,Env_0497,,2020-01-01,West,8,32-34,,West|8|32-34,West|8|32-34,West|8|32-34,Environmental swab,Surface of calculator,Negative,1,TRUE
G82,Env_0498,,2020-01-01,West,8,32-34,,West|8|32-34,West|8|32-34,West|8|32-34,Environmental swab,Inner surface of yellow basket,Negative,1,TRUE
G83,Env_0499,,2020-01-01,West,8,32-34,,West|8|32-34,West|8|32-34,West|8|32-34,Environmental swab,Iron shelf,Negative,1,TRUE
G84,Env_0500,,2020-01-01,West,8,29-31,,West|8|29-31,West|8|29-31,West|8|29-31,Environmental swab,Inner surface of blue basket,Negative,1,TRUE
G85,Env_0501,,2020-01-01,West,8,29-31,,West|8|29-31,West|8|29-31,West|8|29-31,Environmental swab,Calculator,Negative,1,TRUE
G86,Env_0502,,2020-01-01,West,8,29-31,,West|8|29-31,West|8|29-31,West|8|29-31,Environmental swab,Ground,Negative,1,TRUE
G87,Env_0503,,2020-01-01,West,8,29-31,,West|8|29-31,West|8|29-31,West|8|29-31,Environmental swab,Scissors,Negative,1,TRUE
G88,Env_0504,,2020-01-01,West,8,29-31,,West|8|29-31,West|8|29-31,West|8|29-31,Environmental swab,Scale,Negative,1,TRUE
G89,Env_0505,,2020-01-01,West,8,29-31,,West|8|29-31,West|8|29-31,West|8|29-31,Environmental swab,Iron shelf,Negative,1,TRUE
G9,Env_0425,,2020-01-01,West,7,29,,West|7|29,West|7|29,West|7|29,Environmental swab,Ground,Negative,1,TRUE
G90,Env_0506,,2020-01-01,West,8,29-31,,West|8|29-31,West|8|29-31,West|8|29-31,Environmental swab,Knief,Negative,1,TRUE
G91,Env_0507,,2020-01-01,West,8,27,,West|8|27,West|8|27,West|8|27,Environmental swab,Sewage on floor,Negative,1,TRUE
G92,Env_0508,,2020-01-01,West,8,19-21-23,,West|8|19-21-23,West|8|19-21-23,West|8|19-21-23,Environmental swab,Chopping block and Knief,Negative,1,TRUE
G93,Env_0509,,2020-01-01,West,8,19-21-23,,West|8|19-21-23,West|8|19-21-23,West|8|19-21-23,Environmental swab,Sewage,Positive,1,TRUE
G94,Env_0510,,2020-01-01,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Ground,Negative,1,TRUE
G95,Env_0511,,2020-01-01,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Knier,Negative,1,TRUE
G96,Env_0512,,2020-01-01,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Scale,Negative,1,TRUE
G97,Env_0513,,2020-01-01,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Table top,Negative,1,TRUE
G98,Env_0514,,2020-01-01,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Container,Negative,1,TRUE
G99,Env_0515,,2020-01-01,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Drainage outlet,Negative,1,TRUE
HJ200001-20200112-1,Env_0516,SRR23971518,2020-01-12,West,9,34-36,,West|9|34-36,West|9|34-36,West|9|34-36,Environmental swab,Table top,Negative,1,TRUE
HJ200002-20200112-1,Env_0517,SRR23971519,2020-01-12,West,9,34-36,,West|9|34-36,West|9|34-36,West|9|34-36,Environmental swab,Scale,Negative,1,TRUE
HJ200003-20200112-1,Env_0518,SRR23971520,2020-01-12,West,9,34-36,,West|9|34-36,West|9|34-36,West|9|34-36,Environmental swab,Container,Negative,1,TRUE
HJ200004-20200112-1,Env_0519,SRR23971521,2020-01-12,West,9,34-36,,West|9|34-36,West|9|34-36,West|9|34-36,Environmental swab,Container,Negative,1,TRUE
HJ200005-20200112-1,Env_0520,SRR23971523,2020-01-12,West,9,34-36,,West|9|34-36,West|9|34-36,West|9|34-36,Environmental swab,Basket,Negative,1,TRUE
HJ200006-20200112-1,Env_0521,SRR23971524,2020-01-12,West,9,34-36,,West|9|34-36,West|9|34-36,West|9|34-36,Environmental swab,Feather removal machine,Negative,1,TRUE
HJ200007-20200112-1,Env_0522,SRR23971525,2020-01-12,West,9,34-36,,West|9|34-36,West|9|34-36,West|9|34-36,Environmental swab,Table,Negative,1,TRUE
HJ200008-20200112-1,Env_0523,SRR23971526,2020-01-12,West,9,34-36,,West|9|34-36,West|9|34-36,West|9|34-36,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
HJ200009-20200112-1,Env_0524,SRR23971527,2020-01-12,West,9,34-36,,West|9|34-36,West|9|34-36,West|9|34-36,Environmental swab,Inside of feather removal machine,Negative,1,TRUE
HJ200010-20200112-1,Env_0525,SRR23971528,2020-01-12,West,9,34-36,,West|9|34-36,West|9|34-36,West|9|34-36,Environmental swab,Outside surface of refrigerator,Negative,1,TRUE
HJ200011-20200112-1,Env_0526,SRR23971529,2020-01-12,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,Wall,Negative,1,TRUE
HJ200012-20200112-1,Env_0527,SRR23971530,2020-01-12,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,White basket,Negative,1,TRUE
HJ200013-20200112-1,Env_0528,SRR23971531,2020-01-12,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,Chopping block,Negative,1,TRUE
HJ200014-20200112-1,Env_0529,SRR23971532,2020-01-12,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,Container,Negative,1,TRUE
HJ200015-20200112-1,Env_0530,SRR23971534,2020-01-12,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,Container,Negative,1,TRUE
HJ200016-20200112-1,Env_0531,SRR23971535,2020-01-12,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,Red basket,Negative,1,TRUE
HJ200017-20200112-1,Env_0532,SRR23971536,2020-01-12,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,Scale,Negative,1,TRUE
HJ200018-20200112-1,Env_0533,SRR23971537,2020-01-12,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,Bucket,Negative,1,TRUE
HJ200019-20200112-1,Env_0534,SRR23971538,2020-01-12,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,Bucket,Negative,1,TRUE
HJ200020-20200112-1,Env_0535,SRR23971539,2020-01-12,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,Wall,Negative,1,TRUE
HJ200021-20200112-1,Env_0536,SRR23971540,2020-01-12,West,9,35-37,,West|9|35-37,West|9|35-37,West|9|35-37,Environmental swab,Ground,Negative,1,TRUE
HJ200022-20200112-1,Env_0537,SRR23971541,2020-01-12,West,9,35-37,,West|9|35-37,West|9|35-37,West|9|35-37,Environmental swab,Outside surface of freezer,Negative,1,TRUE
HJ200023-20200112-1,Env_0538,SRR23971542,2020-01-12,West,9,35-37,,West|9|35-37,West|9|35-37,West|9|35-37,Environmental swab,Wall,Negative,1,TRUE
HJ200024-20200112-1,Env_0539,SRR23971589,2020-01-12,West,9,35-37,,West|9|35-37,West|9|35-37,West|9|35-37,Environmental swab,Blue mop,Negative,1,TRUE
HJ200025-20200112-1,Env_0540,SRR23971463,2020-01-12,West,9,35-37,,West|9|35-37,West|9|35-37,West|9|35-37,Environmental swab,Tongs,Negative,1,TRUE
HJ200026-20200112-1,Env_0541,SRR23971464,2020-01-12,West,9,35-37,,West|9|35-37,West|9|35-37,West|9|35-37,Environmental swab,Ground,Negative,1,TRUE
HJ200027-20200112-1,Env_0542,SRR23971465,2020-01-12,West,9,35-37,,West|9|35-37,West|9|35-37,West|9|35-37,Environmental swab,Bucket,Negative,1,TRUE
HJ200028-20200112-1,Env_0543,SRR23971466,2020-01-12,West,9,35-37,,West|9|35-37,West|9|35-37,West|9|35-37,Environmental swab,Basket,Negative,1,TRUE
HJ200029-20200112-1,Env_0544,SRR23971467,2020-01-12,West,9,35-37,,West|9|35-37,West|9|35-37,West|9|35-37,Environmental swab,Surface of the door,Negative,1,TRUE
HJ200030-20200112-1,Env_0545,SRR23971468,2020-01-12,West,9,35-37,,West|9|35-37,West|9|35-37,West|9|35-37,Environmental swab,Container in inner room,Negative,1,TRUE
HJ200031-20200112-1,Env_0546,SRR23971469,2020-01-12,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Basket,Negative,1,TRUE
HJ200032-20200112-1,Env_0547,SRR23971470,2020-01-12,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Foam box,Negative,1,TRUE
HJ200033-20200112-1,Env_0548,SRR23971471,2020-01-12,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Wall,Negative,1,TRUE
HJ200034-20200112-1,Env_0549,SRR23971472,2020-01-12,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Container,Negative,1,TRUE
HJ200035-20200112-1,Env_0550,SRR23971474,2020-01-12,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Outside surface of freezer,Negative,1,TRUE
HJ200036-20200112-1,Env_0551,SRR23971475,2020-01-12,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Iron container,Negative,1,TRUE
HJ200038-20200112-1,Env_0553,SRR23971476,2020-01-12,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Knief,Negative,1,TRUE
HJ200039-20200112-1,Env_0554,SRR23971477,2020-01-12,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Scale,Negative,1,TRUE
HJ200040-20200112-1,Env_0555,SRR23971478,2020-01-12,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Ground,Negative,1,TRUE
HJ200041-20200112-1,Env_0556,SRR23971479,2020-01-12,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Feather removal machine,Negative,1,TRUE
HJ200042-20200112-1,Env_0557,SRR23971480,2020-01-12,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Basket,Negative,1,TRUE
HJ200043-20200112-1,Env_0558,SRR23971481,2020-01-12,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Mop,Negative,1,TRUE
HJ200044-20200112-1,Env_0559,SRR23971482,2020-01-12,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Sink,Negative,1,TRUE
HJ200045-20200112-1,Env_0560,SRR23971483,2020-01-12,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Iron container,Negative,1,TRUE
HJ200046-20200112-1,Env_0561,SRR23971485,2020-01-12,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Basket,Negative,1,TRUE
HJ200047-20200112-1,Env_0562,SRR23971486,2020-01-12,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Bucket,Negative,1,TRUE
HJ200048-20200112-1,Env_0563,SRR23971487,2020-01-12,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Inner surface of freezer,Negative,1,TRUE
HJ200049-20200112-1,Env_0564,SRR23971488,2020-01-12,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Dustpan,Negative,1,TRUE
HJ200050-20200112-1,Env_0565,SRR23971410,2020-01-12,West,8,36-38,,West|8|36-38,West|8|36-38,West|8|36-38,Environmental swab,Table top,Negative,1,TRUE
HJ200051-20200112-1,Env_0566,SRR23971411,2020-01-12,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Ground,Negative,1,TRUE
HJ200052-20200112-1,Env_0567,SRR23971412,2020-01-12,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Basket,Negative,1,TRUE
HJ200053-20200112-1,Env_0568,SRR23971413,2020-01-12,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Outside surface of refrigerator,Negative,1,TRUE
HJ200054-20200112-1,Env_0569,SRR23971414,2020-01-12,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Basket,Negative,1,TRUE
HJ200055-20200112-1,Env_0570,SRR23971415,2020-01-12,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Bucket,Negative,1,TRUE
HJ200056-20200112-1,Env_0571,SRR23971417,2020-01-12,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
HJ200057-20200112-1,Env_0572,SRR23971418,2020-01-12,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Table top,Negative,1,TRUE
HJ200058-20200112-1,Env_0573,SRR23971419,2020-01-12,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
HJ200059-20200112-1,Env_0574,SRR23971420,2020-01-12,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Wall,Negative,1,TRUE
HJ200060-20200112-1,Env_0575,SRR23971421,2020-01-12,West,8,37,,West|8|37,West|8|37,West|8|37,Environmental swab,Iron shelf,Negative,1,TRUE
HJ200062-20200112-1,Env_0577,SRR23971422,2020-01-12,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,West|6|29-31-33,Environmental swab,Container,Negative,1,TRUE
HJ200063-20200112-1,Env_0578,SRR23971423,2020-01-12,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,West|6|29-31-33,Environmental swab,Basket,Negative,1,TRUE
HJ200065-20200112-1,Env_0580,SRR23971424,2020-01-12,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,West|6|29-31-33,Environmental swab,White box,Negative,1,TRUE
HJ200066-20200112-1,Env_0581,SRR23971425,2020-01-12,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,West|6|29-31-33,Environmental swab,Iron container,Negative,1,TRUE
HJ200067-20200112-1,Env_0582,SRR23971426,2020-01-12,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,West|6|29-31-33,Environmental swab,Bucket,Negative,1,TRUE
Q37,Env_0552,SRR23971448,2020-01-12,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Inner surface of the freezer,Positive,1,TRUE
Q61,Env_0576,SRR23971449,2020-01-12,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,West|6|29-31-33,Environmental swab,Cart1,Positive,1,TRUE
Q64,Env_0579,SRR23971450,2020-01-12,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,West|6|29-31-33,Environmental swab,Cart2,Positive,1,TRUE
Q68,Env_0583,SRR23971451,2020-01-12,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,West|6|29-31-33,Environmental swab,Ground,Positive,1,TRUE
Q69,Env_0584,SRR23971453,2020-01-12,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,West|6|29-31-33,Environmental swab,Feather removal machine,Positive,1,TRUE
Q70,Env_0585,SRR23971454,2020-01-12,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,West|6|29-31-33,Environmental swab,Iron container in inner room,Positive,1,TRUE
w-10-4,Env_0825,,2020-02-15,West,10,4,,West|10|4,West|10|4_drain,West|10|4,Water drain,Water drain,Negative,1,TRUE
w-4-28,Env_0826,,2020-02-15,West,4,28,,West|4|28,West|4|28_drain,West|4|28,Water drain,Water drain,Negative,1,TRUE
w-6-29-32,Env_0827,,2020-02-15,West,6,29-32,,West|6|29-32,West|6|29-32_drain,West|6|29-32,Water drain,Water drain,Negative,1,TRUE
w-6-29-33,Env_0828,SRR23971498,2020-02-15,West,6,29-33,,West|6|29-33,West|6|29-33_drain,West|6|29-31-33,Water drain,Water drain,Positive,1,TRUE
